33.747608654815494,73.05908203125,[0, 116],[  1 166  37 255]
33.74757297100835,73.05908203125,[0, 117],[  1 166  37 255]
33.74753728718637,73.05908203125,[0, 118],[  1 166  10 255]
33.747501603349534,73.05908203125,[0, 119],[  1 166  10 255]
33.74746591949785,73.05908203125,[0, 120],[  1 165 241 255]
33.74743023563132,73.05908203125,[0, 121],[  1 165 241 255]
33.74739455174994,73.05908203125,[0, 122],[  1 165 220 255]
33.74735886785372,73.05908203125,[0, 123],[  1 165 220 255]
33.74732318394264,73.05908203125,[0, 124],[  1 165 198 255]
33.74728750001672,73.05908203125,[0, 125],[  1 165 198 255]
33.74725181607595,73.05908203125,[0, 126],[  1 165 177 255]
33.747216132120336,73.05908203125,[0, 127],[  1 165 177 255]
33.74718044814986,73.05908203125,[0, 128],[  1 165 156 255]
33.74714476416453,73.05908203125,[0, 129],[  1 165 156 255]
33.74710908016436,73.05908203125,[0, 130],[  1 165 134 255]
33.747073396149354,73.05908203125,[0, 131],[  1 165 134 255]
33.74703771211949,73.05908203125,[0, 132],[  1 165 113 255]
33.74700202807478,73.05908203125,[0, 133],[  1 165 113 255]
33.746966344015235,73.05908203125,[0, 134],[  1 165  92 255]
33.74693065994083,73.05908203125,[0, 135],[  1 165  92 255]
33.746894975851575,73.05908203125,[0, 136],[  1 165  82 255]
33.74685929174748,73.05908203125,[0, 137],[  1 165  82 255]
33.74682360762853,73.05908203125,[0, 138],[  1 165  72 255]
33.746787923494736,73.05908203125,[0, 139],[  1 165  72 255]
33.746752239346094,73.05908203125,[0, 140],[  1 165  62 255]
33.7467165551826,73.05908203125,[0, 141],[  1 165  62 255]
33.746680871004266,73.05908203125,[0, 142],[  1 165  52 255]
33.74664518681107,73.05908203125,[0, 143],[  1 165  52 255]
33.74660950260302,73.05908203125,[0, 144],[  1 165  42 255]
33.74657381838014,73.05908203125,[0, 145],[  1 165  42 255]
33.746538134142405,73.05908203125,[0, 146],[  1 165  32 255]
33.746502449889825,73.05908203125,[0, 147],[  1 165  32 255]
33.7464667656224,73.05908203125,[0, 148],[  1 165  22 255]
33.74643108134013,73.05908203125,[0, 149],[  1 165  22 255]
33.746395397042996,73.05908203125,[0, 150],[  1 165  10 255]
33.74635971273103,73.05908203125,[0, 151],[  1 165  10 255]
33.74632402840421,73.05908203125,[0, 152],[  1 164 254 255]
33.74628834406254,73.05908203125,[0, 153],[  1 164 254 255]
33.74625265970603,73.05908203125,[0, 154],[  1 164 242 255]
33.74621697533467,73.05908203125,[0, 155],[  1 164 242 255]
33.746181290948456,73.05908203125,[0, 156],[  1 164 230 255]
33.7461456065474,73.05908203125,[0, 157],[  1 164 230 255]
33.74610992213149,73.05908203125,[0, 158],[  1 164 217 255]
33.74607423770074,73.05908203125,[0, 159],[  1 164 217 255]
33.74603855325512,73.05908203125,[0, 160],[  1 164 205 255]
33.746002868794676,73.05908203125,[0, 161],[  1 164 205 255]
33.74596718431937,73.05908203125,[0, 162],[  1 164 193 255]
33.74593149982923,73.05908203125,[0, 163],[  1 164 193 255]
33.74589581532423,73.05908203125,[0, 164],[  1 164 183 255]
33.745860130804395,73.05908203125,[0, 165],[  1 164 183 255]
33.7458244462697,73.05908203125,[0, 166],[  1 164 179 255]
33.74578876172017,73.05908203125,[0, 167],[  1 164 179 255]
33.74575307715578,73.05908203125,[0, 168],[  1 164 176 255]
33.74571739257655,73.05908203125,[0, 169],[  1 164 176 255]
33.74568170798247,73.05908203125,[0, 170],[  1 164 172 255]
33.74564602337355,73.05908203125,[0, 171],[  1 164 172 255]
